basepk,rows_found,chunk_total_min,chunk_total_max,total_chunk_weight,chunk_total_consistent,all_chunks_present
3857437,6,6,6,1.0,True,True
3857442,9,9,9,1.0,True,True
3857475,14,14,14,1.0,True,True
3857509,7,7,7,1.0,True,True
3857518,2,2,2,1.0,True,True
3857524,2,2,2,1.0,True,True
3857530,2,2,2,1.0,True,True
3857571,2,2,2,1.0,True,True
3857643,2,2,2,1.0,True,True
3857650,8,8,8,1.0,True,True
3857663,10,10,10,1.0,True,True
3857722,5,5,5,1.0,True,True
3857744,7,7,7,1.0,True,True
3857755,3,3,3,1.0,True,True
3857756,9,9,9,1.0,True,True
3857773,2,2,2,1.0,True,True
3857856,2,2,2,1.0,True,True
3857897,2,2,2,1.0,True,True
3857903,2,2,2,1.0,True,True
3857957,2,2,2,1.0,True,True
3857959,2,2,2,1.0,True,True
3858037,2,2,2,1.0,True,True
3858078,4,4,4,1.0,True,True
3858085,2,2,2,1.0,True,True
3858125,9,9,9,1.0,True,True
3858164,3,3,3,1.0,True,True
3858208,8,8,8,1.0,True,True
3858227,8,8,8,1.0,True,True
3858229,10,10,10,1.0,True,True
3858254,13,13,13,1.0,True,True
3858274,2,2,2,1.0,True,True
3858478,4,4,4,1.0,True,True
3858510,2,2,2,1.0,True,True
3858516,2,2,2,1.0,True,True
3858533,2,2,2,1.0,True,True
3858663,9,9,9,1.0,True,True
3858698,6,6,6,1.0,True,True
3858712,2,2,2,1.0,True,True
3858736,2,2,2,1.0,True,True
3858793,3,3,3,1.0,True,True
3858829,8,8,8,1.0,True,True
3858847,2,2,2,1.0,True,True
3858856,5,5,5,1.0,True,True
3858857,6,6,6,1.0,True,True
3858873,2,2,2,1.0,True,True
3858973,2,2,2,1.0,True,True
3859023,2,2,2,1.0,True,True
3859028,13,13,13,1.0,True,True
3859032,2,2,2,1.0,True,True
3859050,2,2,2,1.0,True,True
3859072,2,2,2,1.0,True,True
3859100,2,2,2,1.0,True,True
3859109,14,14,14,1.0,True,True
3859128,8,8,8,1.0,True,True
3859168,2,2,2,1.0,True,True
3859189,2,2,2,1.0,True,True
3859207,2,2,2,1.0,True,True
3859268,2,2,2,1.0,True,True
3859309,2,2,2,1.0,True,True
3859346,2,2,2,1.0,True,True
3859350,3,3,3,1.0,True,True
3859367,2,2,2,1.0,True,True
3859381,2,2,2,1.0,True,True
3859399,2,2,2,1.0,True,True
3859516,5,5,5,1.0,True,True
3859524,3,3,3,1.0,True,True
3859649,4,4,4,1.0,True,True
3859710,2,2,2,1.0,True,True
3859727,2,2,2,1.0,True,True
3859729,2,2,2,1.0,True,True
3859735,2,2,2,1.0,True,True
3859839,11,11,11,1.0,True,True
3859846,2,2,2,1.0,True,True
3859881,4,4,4,1.0,True,True
3859908,3,3,3,1.0,True,True
3859909,2,2,2,1.0,True,True
3859928,3,3,3,1.0,True,True
3859992,2,2,2,1.0,True,True
3860152,4,4,4,1.0,True,True
3860161,4,4,4,1.0,True,True
3860272,2,2,2,1.0,True,True
3860286,2,2,2,1.0,True,True
3860288,2,2,2,1.0,True,True
3860430,11,11,11,1.0,True,True
3860436,6,6,6,1.0,True,True
3860445,5,5,5,1.0,True,True
3860483,2,2,2,1.0,True,True
3860597,2,2,2,1.0,True,True
3860642,7,7,7,1.0,True,True
3860652,11,11,11,1.0,True,True
3860688,4,4,4,1.0,True,True
3860774,2,2,2,1.0,True,True
3860874,9,9,9,1.0,True,True
3860903,2,2,2,1.0,True,True
3860904,2,2,2,1.0,True,True
3860905,11,11,11,1.0,True,True
3860915,2,2,2,1.0,True,True
3860916,2,2,2,1.0,True,True
3860921,2,2,2,1.0,True,True
3860955,3,3,3,1.0,True,True
3861032,2,2,2,1.0,True,True
3861084,2,2,2,1.0,True,True
3861160,7,7,7,1.0,True,True
3861174,13,13,13,1.0,True,True
3861206,2,2,2,1.0,True,True
3861262,2,2,2,1.0,True,True
3861274,2,2,2,1.0,True,True
3861423,3,3,3,1.0,True,True
3861523,2,2,2,1.0,True,True
3861542,7,7,7,1.0,True,True
3861584,2,2,2,1.0,True,True
3861598,2,2,2,1.0,True,True
3861672,2,2,2,1.0,True,True
3861719,4,4,4,1.0,True,True
3861721,2,2,2,1.0,True,True
3861735,2,2,2,1.0,True,True
3861748,6,6,6,1.0,True,True
3861774,2,2,2,1.0,True,True
3861779,4,4,4,1.0,True,True
3861782,2,2,2,1.0,True,True
3861788,3,3,3,1.0,True,True
3861799,2,2,2,1.0,True,True
3861892,2,2,2,1.0,True,True
3861912,10,10,10,1.0,True,True
3861960,2,2,2,1.0,True,True
3862012,11,11,11,1.0,True,True
3862031,8,8,8,1.0,True,True
3862061,2,2,2,1.0,True,True
3862100,2,2,2,1.0,True,True
3862176,2,2,2,1.0,True,True
3862253,9,9,9,1.0,True,True
3862259,3,3,3,1.0,True,True
3862269,4,4,4,1.0,True,True
3862270,2,2,2,1.0,True,True
3862312,2,2,2,1.0,True,True
3862361,2,2,2,1.0,True,True
3862412,2,2,2,1.0,True,True
3862500,2,2,2,1.0,True,True
3862508,4,4,4,1.0,True,True
3862514,2,2,2,1.0,True,True
3862542,4,4,4,1.0,True,True
3862601,2,2,2,1.0,True,True
3862613,2,2,2,1.0,True,True
3862740,2,2,2,1.0,True,True
3862775,11,11,11,1.0,True,True
3862788,4,4,4,1.0,True,True
3862848,8,8,8,1.0,True,True
3862872,8,8,8,1.0,True,True
3862900,4,4,4,1.0,True,True
3862902,5,5,5,1.0,True,True
3862909,5,5,5,1.0,True,True
3862915,6,6,6,1.0,True,True
3862954,2,2,2,1.0,True,True
3862960,2,2,2,1.0,True,True
3862972,2,2,2,1.0,True,True
3863057,6,6,6,1.0,True,True
3863082,8,8,8,1.0,True,True
3863083,2,2,2,1.0,True,True
3863133,7,7,7,1.0,True,True
3863169,6,6,6,1.0,True,True
3863196,2,2,2,1.0,True,True
3863357,2,2,2,1.0,True,True
3863385,2,2,2,1.0,True,True
3863393,9,9,9,1.0,True,True
3863406,2,2,2,1.0,True,True
3863454,2,2,2,1.0,True,True
3863464,2,2,2,1.0,True,True
3863569,2,2,2,1.0,True,True
3863571,2,2,2,1.0,True,True
3863636,2,2,2,1.0,True,True
3863640,9,9,9,1.0,True,True
3863643,2,2,2,1.0,True,True
3863665,13,13,13,1.0,True,True
3863835,2,2,2,1.0,True,True
3863864,2,2,2,1.0,True,True
3863866,2,2,2,1.0,True,True
3863887,2,2,2,1.0,True,True
3864031,3,3,3,1.0,True,True
3864042,11,11,11,1.0,True,True
3864046,12,12,12,1.0,True,True
3864089,2,2,2,1.0,True,True
3864093,2,2,2,1.0,True,True
3864104,2,2,2,1.0,True,True
3864177,3,3,3,1.0,True,True
3864294,3,3,3,1.0,True,True
3864313,2,2,2,1.0,True,True
3864336,8,8,8,1.0,True,True
3864382,2,2,2,1.0,True,True
3864411,2,2,2,1.0,True,True
3864422,2,2,2,1.0,True,True
3864548,7,7,7,1.0,True,True
3864673,3,3,3,1.0,True,True
3864707,4,4,4,1.0,True,True
3864758,2,2,2,1.0,True,True
3864790,2,2,2,1.0,True,True
3864815,2,2,2,1.0,True,True
3864820,2,2,2,1.0,True,True
3864829,2,2,2,1.0,True,True
3864975,8,8,8,1.0,True,True
3864995,2,2,2,1.0,True,True
3865001,2,2,2,1.0,True,True
3865123,15,15,15,1.0,True,True
3865146,3,3,3,1.0,True,True
3865208,2,2,2,1.0,True,True
3865259,2,2,2,1.0,True,True
3865301,2,2,2,1.0,True,True
3865356,2,2,2,1.0,True,True
3865405,5,5,5,1.0,True,True
3865406,8,8,8,1.0,True,True
3865422,2,2,2,1.0,True,True
3865424,6,6,6,1.0,True,True
3865426,4,4,4,1.0,True,True
3865427,9,9,9,1.0,True,True
3865432,3,3,3,1.0,True,True
3865694,2,2,2,1.0,True,True
3865760,3,3,3,1.0,True,True
3865770,5,5,5,1.0,True,True
3865811,5,5,5,1.0,True,True
3865823,9,9,9,1.0,True,True
3865833,3,3,3,1.0,True,True
3865857,6,6,6,1.0,True,True
3865861,3,3,3,1.0,True,True
3866000,4,4,4,1.0,True,True
3866031,7,7,7,1.0,True,True
3866044,4,4,4,1.0,True,True
3866105,2,2,2,1.0,True,True
3866148,2,2,2,1.0,True,True
3866215,2,2,2,1.0,True,True
3866287,4,4,4,1.0,True,True
3866376,4,4,4,1.0,True,True
3866413,2,2,2,1.0,True,True
3866416,2,2,2,1.0,True,True
3866430,3,3,3,1.0,True,True
3866439,2,2,2,1.0,True,True
3866529,2,2,2,1.0,True,True
3866613,3,3,3,1.0,True,True
3866620,3,3,3,1.0,True,True
3866695,2,2,2,1.0,True,True
3866728,2,2,2,1.0,True,True
3866739,2,2,2,1.0,True,True
3866744,2,2,2,1.0,True,True
3866878,3,3,3,1.0,True,True
3866942,2,2,2,1.0,True,True
3866945,14,14,14,1.0,True,True
3866946,8,8,8,1.0,True,True
3866955,6,6,6,1.0,True,True
3867015,2,2,2,1.0,True,True
3867096,2,2,2,1.0,True,True
3867106,3,3,3,1.0,True,True
3867132,7,7,7,1.0,True,True
3867140,2,2,2,1.0,True,True
3867155,3,3,3,1.0,True,True
3867157,9,9,9,1.0,True,True
3867162,2,2,2,1.0,True,True
3867378,12,12,12,1.0,True,True
3867421,9,9,9,1.0,True,True
3867433,2,2,2,1.0,True,True
3867482,2,2,2,1.0,True,True
3867520,2,2,2,1.0,True,True
3867534,2,2,2,1.0,True,True
3867561,2,2,2,1.0,True,True
3867569,2,2,2,1.0,True,True
3867581,2,2,2,1.0,True,True
3867648,2,2,2,1.0,True,True
3867650,2,2,2,1.0,True,True
3867702,4,4,4,1.0,True,True
3867732,2,2,2,1.0,True,True
3867744,2,2,2,1.0,True,True
3867749,2,2,2,1.0,True,True
3867753,2,2,2,1.0,True,True
3867764,2,2,2,1.0,True,True
3867789,2,2,2,1.0,True,True
3867917,10,10,10,1.0,True,True
3867920,3,3,3,1.0,True,True
3867949,7,7,7,1.0,True,True
3867953,6,6,6,1.0,True,True
3867960,2,2,2,1.0,True,True
3867993,2,2,2,1.0,True,True
3868002,2,2,2,1.0,True,True
3868018,2,2,2,1.0,True,True
3868049,2,2,2,1.0,True,True
3868059,2,2,2,1.0,True,True
3868205,6,6,6,1.0,True,True
3868268,9,9,9,1.0,True,True
3868318,2,2,2,1.0,True,True
3868527,2,2,2,1.0,True,True
3868540,2,2,2,1.0,True,True
3868762,7,7,7,1.0,True,True
3868843,11,11,11,1.0,True,True
3868847,9,9,9,1.0,True,True
3868860,2,2,2,1.0,True,True
3868890,3,3,3,1.0,True,True
3868905,2,2,2,1.0,True,True
3868932,2,2,2,1.0,True,True
3868957,2,2,2,1.0,True,True
3869101,2,2,2,1.0,True,True
3869121,3,3,3,1.0,True,True
3869130,4,4,4,1.0,True,True
3869173,2,2,2,1.0,True,True
3869192,2,2,2,1.0,True,True
3869320,2,2,2,1.0,True,True
3869334,2,2,2,1.0,True,True
3869402,3,3,3,1.0,True,True
3869619,2,2,2,1.0,True,True
3869710,8,8,8,1.0,True,True
3869715,3,3,3,1.0,True,True
3869754,3,3,3,1.0,True,True
3869767,4,4,4,1.0,True,True
3869789,2,2,2,1.0,True,True
3869791,12,12,12,1.0,True,True
3869811,2,2,2,1.0,True,True
3869838,7,7,7,1.0,True,True
3869841,4,4,4,1.0,True,True
3869871,2,2,2,1.0,True,True
3869907,2,2,2,1.0,True,True
3869992,2,2,2,1.0,True,True
3870063,11,11,11,1.0,True,True
3870187,2,2,2,1.0,True,True
3870199,2,2,2,1.0,True,True
3870223,2,2,2,1.0,True,True
3870235,2,2,2,1.0,True,True
3870286,12,12,12,1.0,True,True
3870412,2,2,2,1.0,True,True
3870424,2,2,2,1.0,True,True
3870430,2,2,2,1.0,True,True
3870526,2,2,2,1.0,True,True
3870584,2,2,2,1.0,True,True
3870687,3,3,3,1.0,True,True
3870690,3,3,3,1.0,True,True
3870752,2,2,2,1.0,True,True
3870861,2,2,2,1.0,True,True
3870902,2,2,2,1.0,True,True
3870904,3,3,3,1.0,True,True
3870948,3,3,3,1.0,True,True
3871039,2,2,2,1.0,True,True
3871146,2,2,2,1.0,True,True
3871148,3,3,3,1.0,True,True
3871163,2,2,2,1.0,True,True
3871185,11,11,11,1.0,True,True
3871197,2,2,2,1.0,True,True
3871254,2,2,2,1.0,True,True
3871277,2,2,2,1.0,True,True
3871307,7,7,7,1.0,True,True
3871333,2,2,2,1.0,True,True
3871617,3,3,3,1.0,True,True
3871645,3,3,3,1.0,True,True
3871663,9,9,9,1.0,True,True
3871712,6,6,6,1.0,True,True
3871786,11,11,11,1.0,True,True
3871789,4,4,4,1.0,True,True
3871809,5,5,5,1.0,True,True
3871858,2,2,2,1.0,True,True
3871869,8,8,8,1.0,True,True
3871870,3,3,3,1.0,True,True
3871897,2,2,2,1.0,True,True
3872034,4,4,4,1.0,True,True
3872043,2,2,2,1.0,True,True
3872047,5,5,5,1.0,True,True
3872078,2,2,2,1.0,True,True
3872103,2,2,2,1.0,True,True
3872109,3,3,3,1.0,True,True
3872137,3,3,3,1.0,True,True
3872267,2,2,2,1.0,True,True
3872297,2,2,2,1.0,True,True
3872481,9,9,9,1.0,True,True
3872591,2,2,2,1.0,True,True
3872645,7,7,7,1.0,True,True
3872671,4,4,4,1.0,True,True
3872728,3,3,3,1.0,True,True
3872740,2,2,2,1.0,True,True
3872745,2,2,2,1.0,True,True
3872765,2,2,2,1.0,True,True
3872837,2,2,2,1.0,True,True
3872915,10,10,10,1.0,True,True
3872967,9,9,9,1.0,True,True
3872995,7,7,7,1.0,True,True
3873023,4,4,4,1.0,True,True
3873073,11,11,11,1.0,True,True
3873092,3,3,3,1.0,True,True
3873131,2,2,2,1.0,True,True
3873173,2,2,2,1.0,True,True
3873263,2,2,2,1.0,True,True
3873438,2,2,2,1.0,True,True
3873456,2,2,2,1.0,True,True
3873460,2,2,2,1.0,True,True
3873467,2,2,2,1.0,True,True
3873603,3,3,3,1.0,True,True
3873662,2,2,2,1.0,True,True
3874120,3,3,3,1.0,True,True
3874376,2,2,2,1.0,True,True
3874384,5,5,5,1.0,True,True
3874434,2,2,2,1.0,True,True
3874452,2,2,2,1.0,True,True
3874562,2,2,2,1.0,True,True
3874633,2,2,2,1.0,True,True
3874671,5,5,5,1.0,True,True
3874673,2,2,2,1.0,True,True
3874779,2,2,2,1.0,True,True
3874845,2,2,2,1.0,True,True
3874889,3,3,3,1.0,True,True
3874896,2,2,2,1.0,True,True
3874902,2,2,2,1.0,True,True
3874955,2,2,2,1.0,True,True
3874977,2,2,2,1.0,True,True
3875059,3,3,3,1.0,True,True
3875112,3,3,3,1.0,True,True
3875118,3,3,3,1.0,True,True
3875354,2,2,2,1.0,True,True
3875395,2,2,2,1.0,True,True
3875422,5,5,5,1.0,True,True
3875437,2,2,2,1.0,True,True
3875511,2,2,2,1.0,True,True
3875518,2,2,2,1.0,True,True
3875583,2,2,2,1.0,True,True
3875660,2,2,2,1.0,True,True
3875664,3,3,3,1.0,True,True
3875687,3,3,3,1.0,True,True
3875763,3,3,3,1.0,True,True
3875862,2,2,2,1.0,True,True
3875948,2,2,2,1.0,True,True
3875985,2,2,2,1.0,True,True
3875987,11,11,11,1.0,True,True
3875995,9,9,9,1.0,True,True
3876028,4,4,4,1.0,True,True
3876034,5,5,5,1.0,True,True
3876053,5,5,5,1.0,True,True
3876209,2,2,2,1.0,True,True
3876294,3,3,3,1.0,True,True
3876365,6,6,6,1.0,True,True
3876455,6,6,6,1.0,True,True
3876468,2,2,2,1.0,True,True
3876484,2,2,2,1.0,True,True
3876510,2,2,2,1.0,True,True
3876595,9,9,9,1.0,True,True
3876610,5,5,5,1.0,True,True
3876660,2,2,2,1.0,True,True
3876679,2,2,2,1.0,True,True
3876833,10,10,10,1.0,True,True
3876857,5,5,5,1.0,True,True
3876867,7,7,7,1.0,True,True
3876987,2,2,2,1.0,True,True
3877000,2,2,2,1.0,True,True
3877020,2,2,2,1.0,True,True
3877085,9,9,9,1.0,True,True
3877087,2,2,2,1.0,True,True
3877091,6,6,6,1.0,True,True
3877190,2,2,2,1.0,True,True
3877352,13,13,13,1.0,True,True
3877412,7,7,7,1.0,True,True
3877442,9,9,9,1.0,True,True
3877461,2,2,2,1.0,True,True
3877625,3,3,3,1.0,True,True
3877680,4,4,4,1.0,True,True
3877699,2,2,2,1.0,True,True
3877708,4,4,4,1.0,True,True
3877783,2,2,2,1.0,True,True
3877894,2,2,2,1.0,True,True
3878077,2,2,2,1.0,True,True
3878099,12,12,12,1.0,True,True
3878142,4,4,4,1.0,True,True
3878164,2,2,2,1.0,True,True
3878214,2,2,2,1.0,True,True
3878316,2,2,2,1.0,True,True
3878323,3,3,3,1.0,True,True
3878334,4,4,4,1.0,True,True
3878368,3,3,3,1.0,True,True
3878379,2,2,2,1.0,True,True
3878390,8,8,8,1.0,True,True
3878457,10,10,10,1.0,True,True
3878521,2,2,2,1.0,True,True
3878703,12,12,12,1.0,True,True
3878708,8,8,8,1.0,True,True
3878712,3,3,3,1.0,True,True
3878736,12,12,12,1.0,True,True
3878741,3,3,3,1.0,True,True
3878886,2,2,2,1.0,True,True
3878918,3,3,3,1.0,True,True
3878928,9,9,9,1.0,True,True
3879091,2,2,2,1.0,True,True
3879110,3,3,3,1.0,True,True
3879121,5,5,5,1.0,True,True
3879122,3,3,3,1.0,True,True
3879123,2,2,2,1.0,True,True
3879144,2,2,2,1.0,True,True
3879145,2,2,2,1.0,True,True
3879168,5,5,5,1.0,True,True
3879283,2,2,2,1.0,True,True
3879327,2,2,2,1.0,True,True
3879348,2,2,2,1.0,True,True
3879360,12,12,12,1.0,True,True
3879387,2,2,2,1.0,True,True
3879426,2,2,2,1.0,True,True
3879542,2,2,2,1.0,True,True
3879587,2,2,2,1.0,True,True
3879623,3,3,3,1.0,True,True
3879752,2,2,2,1.0,True,True
3879798,2,2,2,1.0,True,True
3879830,2,2,2,1.0,True,True
3879854,2,2,2,1.0,True,True
3879904,4,4,4,1.0,True,True
3879959,3,3,3,1.0,True,True
3879987,2,2,2,1.0,True,True
3880028,2,2,2,1.0,True,True
3880049,2,2,2,1.0,True,True
3880182,2,2,2,1.0,True,True
3880189,3,3,3,1.0,True,True
3880259,3,3,3,1.0,True,True
3880277,8,8,8,1.0,True,True
3880339,2,2,2,1.0,True,True
3880378,2,2,2,1.0,True,True
3880517,3,3,3,1.0,True,True
3880598,2,2,2,1.0,True,True
3880599,3,3,3,1.0,True,True
3880633,2,2,2,1.0,True,True
3880709,2,2,2,1.0,True,True
3880836,2,2,2,1.0,True,True
3880864,5,5,5,1.0,True,True
3880914,7,7,7,1.0,True,True
3880938,6,6,6,1.0,True,True
3881000,2,2,2,1.0,True,True
3881101,2,2,2,1.0,True,True
3881227,3,3,3,1.0,True,True
3881272,3,3,3,1.0,True,True
3881276,5,5,5,1.0,True,True
3881288,2,2,2,1.0,True,True
3881466,3,3,3,1.0,True,True
3881604,2,2,2,1.0,True,True
3881692,4,4,4,1.0,True,True
3881732,13,13,13,1.0,True,True
3881739,2,2,2,1.0,True,True
3881871,2,2,2,1.0,True,True
3882099,3,3,3,1.0,True,True
3882124,2,2,2,1.0,True,True
3882186,2,2,2,1.0,True,True
3882285,2,2,2,1.0,True,True
3882309,3,3,3,1.0,True,True
3882340,4,4,4,1.0,True,True
3882533,9,9,9,1.0,True,True
3882575,3,3,3,1.0,True,True
3882582,3,3,3,1.0,True,True
3882646,3,3,3,1.0,True,True
3882653,5,5,5,1.0,True,True
3882844,2,2,2,1.0,True,True
3882864,2,2,2,1.0,True,True
3882869,11,11,11,1.0,True,True
3882870,2,2,2,1.0,True,True
3882907,2,2,2,1.0,True,True
3882963,2,2,2,1.0,True,True
3882987,2,2,2,1.0,True,True
3882991,8,8,8,1.0,True,True
3882998,2,2,2,1.0,True,True
3883001,2,2,2,1.0,True,True
3883103,8,8,8,1.0,True,True
3883115,4,4,4,1.0,True,True
3883116,4,4,4,1.0,True,True
3883119,2,2,2,1.0,True,True
3883186,2,2,2,1.0,True,True
3883268,2,2,2,1.0,True,True
3883323,2,2,2,1.0,True,True
3883339,2,2,2,1.0,True,True
3883343,2,2,2,1.0,True,True
3883432,2,2,2,1.0,True,True
3883459,6,6,6,1.0,True,True
3883597,8,8,8,1.0,True,True
3883598,8,8,8,1.0,True,True
3883614,2,2,2,1.0,True,True
3883629,3,3,3,1.0,True,True
3883635,2,2,2,1.0,True,True
3883653,2,2,2,1.0,True,True
3883702,2,2,2,1.0,True,True
3883781,2,2,2,1.0,True,True
3883865,2,2,2,1.0,True,True
3883868,7,7,7,1.0,True,True
3883911,2,2,2,1.0,True,True
3883929,3,3,3,1.0,True,True
3883932,3,3,3,1.0,True,True
3883965,2,2,2,1.0,True,True
3883996,2,2,2,1.0,True,True
3884000,2,2,2,1.0,True,True
3884002,2,2,2,1.0,True,True
3884234,3,3,3,1.0,True,True
3884411,4,4,4,1.0,True,True
3884452,6,6,6,1.0,True,True
3884576,2,2,2,1.0,True,True
3884682,7,7,7,1.0,True,True
3884684,2,2,2,1.0,True,True
3884772,6,6,6,1.0,True,True
3884862,3,3,3,1.0,True,True
3885188,3,3,3,1.0,True,True
3885196,3,3,3,1.0,True,True
3885216,4,4,4,1.0,True,True
3885242,5,5,5,1.0,True,True
3885264,11,11,11,1.0,True,True
3885266,8,8,8,1.0,True,True
3885325,4,4,4,1.0,True,True
3885335,2,2,2,1.0,True,True
3885346,2,2,2,1.0,True,True
3885390,2,2,2,1.0,True,True
3885543,2,2,2,1.0,True,True
3885545,8,8,8,1.0,True,True
3885559,3,3,3,1.0,True,True
3885590,10,10,10,1.0,True,True
3885591,8,8,8,1.0,True,True
3885611,4,4,4,1.0,True,True
3885636,3,3,3,1.0,True,True
3885713,2,2,2,1.0,True,True
3885727,2,2,2,1.0,True,True
3885842,3,3,3,1.0,True,True
3885884,2,2,2,1.0,True,True
3886112,10,10,10,1.0,True,True
3886115,6,6,6,1.0,True,True
3886118,7,7,7,1.0,True,True
3886165,3,3,3,1.0,True,True
3886218,2,2,2,1.0,True,True
3886327,2,2,2,1.0,True,True
3886330,10,10,10,1.0,True,True
3886340,3,3,3,1.0,True,True
3886352,3,3,3,1.0,True,True
3886361,10,10,10,1.0,True,True
3886410,2,2,2,1.0,True,True
3886513,2,2,2,1.0,True,True
3886543,2,2,2,1.0,True,True
3886600,3,3,3,1.0,True,True
3886601,2,2,2,1.0,True,True
3886656,2,2,2,1.0,True,True
3886667,3,3,3,1.0,True,True
3886668,4,4,4,1.0,True,True
3886699,14,14,14,1.0,True,True
3886749,2,2,2,1.0,True,True
3886757,2,2,2,1.0,True,True
3886782,2,2,2,1.0,True,True
3886785,2,2,2,1.0,True,True
3886844,2,2,2,1.0,True,True
3886925,4,4,4,1.0,True,True
3886949,4,4,4,1.0,True,True
3886975,2,2,2,1.0,True,True
3887071,2,2,2,1.0,True,True
3887157,7,7,7,1.0,True,True
3887159,6,6,6,1.0,True,True
3887165,2,2,2,1.0,True,True
3887207,3,3,3,1.0,True,True
3887210,2,2,2,1.0,True,True
3887329,2,2,2,1.0,True,True
3887459,11,11,11,1.0,True,True
3887516,4,4,4,1.0,True,True
3887565,5,5,5,1.0,True,True
3887567,9,9,9,1.0,True,True
3887638,3,3,3,1.0,True,True
3887688,2,2,2,1.0,True,True
3887690,4,4,4,1.0,True,True
3887719,12,12,12,1.0,True,True
3887818,2,2,2,1.0,True,True
3887838,2,2,2,1.0,True,True
3887871,2,2,2,1.0,True,True
3887959,2,2,2,1.0,True,True
3888422,7,7,7,1.0,True,True
3888446,4,4,4,1.0,True,True
3888459,3,3,3,1.0,True,True
3888547,2,2,2,1.0,True,True
3888699,2,2,2,1.0,True,True
3888736,8,8,8,1.0,True,True
3888742,3,3,3,1.0,True,True
3888914,3,3,3,1.0,True,True
3888941,4,4,4,1.0,True,True
3888957,11,11,11,1.0,True,True
3889006,4,4,4,1.0,True,True
3889018,2,2,2,1.0,True,True
3889078,2,2,2,1.0,True,True
3889474,2,2,2,1.0,True,True
3889498,6,6,6,1.0,True,True
3889532,3,3,3,1.0,True,True
3889556,2,2,2,1.0,True,True
3889598,12,12,12,1.0,True,True
3889619,3,3,3,1.0,True,True
3889662,2,2,2,1.0,True,True
3889723,2,2,2,1.0,True,True
3889771,13,13,13,1.0,True,True
3889775,6,6,6,1.0,True,True
3889787,10,10,10,1.0,True,True
3889803,4,4,4,1.0,True,True
3889817,4,4,4,1.0,True,True
3889899,2,2,2,1.0,True,True
3889910,2,2,2,1.0,True,True
3890014,11,11,11,1.0,True,True
3890016,7,7,7,1.0,True,True
3890026,2,2,2,1.0,True,True
3890140,2,2,2,1.0,True,True
3890344,7,7,7,1.0,True,True
3890351,6,6,6,1.0,True,True
3890360,3,3,3,1.0,True,True
3890427,2,2,2,1.0,True,True
3890518,2,2,2,1.0,True,True
3890599,2,2,2,1.0,True,True
3890603,7,7,7,1.0,True,True
3890635,3,3,3,1.0,True,True
3890669,5,5,5,1.0,True,True
3890692,8,8,8,1.0,True,True
3890726,5,5,5,1.0,True,True
3890733,5,5,5,1.0,True,True
3890740,8,8,8,1.0,True,True
3890744,10,10,10,1.0,True,True
3890764,2,2,2,1.0,True,True
3890939,9,9,9,1.0,True,True
3890949,3,3,3,1.0,True,True
3890953,2,2,2,1.0,True,True
3890957,9,9,9,1.0,True,True
3890988,10,10,10,1.0,True,True
3891085,2,2,2,1.0,True,True
3891138,2,2,2,1.0,True,True
3891140,2,2,2,1.0,True,True
3891141,3,3,3,1.0,True,True
3891284,9,9,9,1.0,True,True
3891308,2,2,2,1.0,True,True
3891632,2,2,2,1.0,True,True
3892006,2,2,2,1.0,True,True
3892026,3,3,3,1.0,True,True
3892120,2,2,2,1.0,True,True
3892177,2,2,2,1.0,True,True
3892237,8,8,8,1.0,True,True
3892258,5,5,5,1.0,True,True
3892278,2,2,2,1.0,True,True
3892303,2,2,2,1.0,True,True
3892337,2,2,2,1.0,True,True
3892346,2,2,2,1.0,True,True
3892382,2,2,2,1.0,True,True
3892442,2,2,2,1.0,True,True
3892510,2,2,2,1.0,True,True
3892570,3,3,3,1.0,True,True
3892585,5,5,5,1.0,True,True
3892662,4,4,4,1.0,True,True
3892673,3,3,3,1.0,True,True
3892697,2,2,2,1.0,True,True
3892699,2,2,2,1.0,True,True
3892811,10,10,10,1.0,True,True
3892818,6,6,6,1.0,True,True
3892877,2,2,2,1.0,True,True
3893042,2,2,2,1.0,True,True
3893129,3,3,3,1.0,True,True
3893161,7,7,7,1.0,True,True
3893181,2,2,2,1.0,True,True
3893212,2,2,2,1.0,True,True
3893382,3,3,3,1.0,True,True
3893449,3,3,3,1.0,True,True
3893450,3,3,3,1.0,True,True
3893469,2,2,2,1.0,True,True
3893590,2,2,2,1.0,True,True
3893641,5,5,5,1.0,True,True
3893655,4,4,4,1.0,True,True
3893712,10,10,10,1.0,True,True
3893797,2,2,2,1.0,True,True
3893892,2,2,2,1.0,True,True
3893924,7,7,7,1.0,True,True
3893933,12,12,12,1.0,True,True
3893984,4,4,4,1.0,True,True
3894154,8,8,8,1.0,True,True
3894163,11,11,11,1.0,True,True
3894177,4,4,4,1.0,True,True
3894405,3,3,3,1.0,True,True
3894415,2,2,2,1.0,True,True
3894431,2,2,2,1.0,True,True
3894439,10,10,10,1.0,True,True
3894450,7,7,7,1.0,True,True
3894460,8,8,8,1.0,True,True
3894465,2,2,2,1.0,True,True
3894564,7,7,7,1.0,True,True
3894576,9,9,9,1.0,True,True
3894579,9,9,9,1.0,True,True
3894584,4,4,4,1.0,True,True
3894620,2,2,2,1.0,True,True
3894627,2,2,2,1.0,True,True
3894750,2,2,2,1.0,True,True
3894753,2,2,2,1.0,True,True
3894762,7,7,7,1.0,True,True
3894775,4,4,4,1.0,True,True
