interval_label,original_cluster,chunk_cluster,weighted_row_share
10+,1,18,0.010944610944610944
10+,1,19,0.0
10+,2,0,0.0033670033670033673
10+,2,1,0.0
10+,2,2,0.47698659365326035
10+,2,3,0.03701298701298701
10+,2,4,0.20906130906130904
10+,2,5,0.007407407407407408
10+,2,6,0.0
10+,2,7,0.0
10+,2,8,0.0030864197530864196
10+,2,9,0.012361712361712362
10+,2,10,0.04146039146039146
10+,2,11,0.0
10+,2,12,0.0
10+,2,13,0.0
10+,2,14,0.003703703703703704
10+,2,15,0.02714754381421048
10+,2,16,0.1653217153217153
10+,2,17,0.0
10+,2,18,0.013083213083213084
10+,2,19,0.0
10+,3,0,0.0192026262822723
10+,3,1,0.017733004458668176
10+,3,2,0.003707943973430699
10+,3,3,0.47609381768673803
10+,3,4,0.1943668425969311
10+,3,5,0.030314670580157306
10+,3,6,0.0062153186046991354
10+,3,7,0.006024506466984343
10+,3,8,0.0
10+,3,9,0.015942611960311076
10+,3,10,0.05337597505739099
10+,3,11,0.0036025920981673197
10+,3,12,0.0008849557522123895
10+,3,13,0.00482084287394022
10+,3,14,0.0006807351940095304
10+,3,15,0.009372043885318222
10+,3,16,0.1339203569292065
10+,3,17,0.005162241887905605
10+,3,18,0.011943808403985394
10+,3,19,0.0066351053076716794
10+,4,0,0.0
10+,4,1,0.02914252414252414
10+,4,2,0.0
10+,4,3,0.013571428571428573
10+,4,4,0.8877730602730602
10+,4,5,0.0
10+,4,6,0.0
10+,4,7,0.0
10+,4,8,0.007142857142857143
10+,4,9,0.0
10+,4,10,0.021904761904761906
10+,4,11,0.0035714285714285713
10+,4,12,0.0
10+,4,13,0.0
10+,4,14,0.0
10+,4,15,0.013712121212121212
10+,4,16,0.013636363636363636
10+,4,17,0.0
10+,4,18,0.009545454545454546
10+,4,19,0.0
10+,5,0,0.03711501264692755
10+,5,1,0.006132342834470494
10+,5,2,0.005222437137330756
10+,5,3,0.036924423094635866
10+,5,4,0.1461733302158834
10+,5,5,0.4114438752736626
10+,5,6,0.01076299586937885
10+,5,7,0.028750504814334606
10+,5,8,0.0
10+,5,9,0.0019503546099290784
10+,5,10,0.03814837644624879
10+,5,11,0.006406359597848962
10+,5,12,0.001773049645390071
10+,5,13,0.0058505324462771275
10+,5,14,0.0007598784194528876
10+,5,15,0.01411301464492954
10+,5,16,0.1987050183858695
10+,5,17,0.012064531213467386
10+,5,18,0.02769942823134313
10+,5,19,0.010004534472619581
10+,6,0,0.049203492585845526
10+,6,1,0.017425466690172572
10+,6,2,0.0029411764705882353
10+,6,3,0.04411887132475368
10+,6,4,0.1448144992262639
10+,6,5,0.026586893498658202
10+,6,6,0.4254921549039196
10+,6,7,0.011383224618518735
10+,6,8,0.0013368983957219253
10+,6,9,0.0012254901960784314
10+,6,10,0.04617931088519324
10+,6,11,0.03675833969951617
10+,6,12,0.0011312217194570137
10+,6,13,0.0
10+,6,14,0.0013368983957219253
10+,6,15,0.02073392293980529
10+,6,16,0.16563852813852814
10+,6,17,0.0012254901960784314
10+,6,18,0.0
10+,6,19,0.0024681201151789387
10+,7,0,0.024054206662902314
10+,7,1,0.005797101449275362
10+,7,2,0.0015527950310559005
10+,7,3,0.03320339081208646
10+,7,4,0.14567425328294895
10+,7,5,0.032788226266487135
10+,7,6,0.016387959866220735
10+,7,7,0.5036159492681233
10+,7,8,0.0
10+,7,9,0.0
10+,7,10,0.021599777034559644
10+,7,11,0.0015527950310559005
10+,7,12,0.0
10+,7,13,0.006521739130434784
10+,7,14,0.0
10+,7,15,0.009749670619235836
10+,7,16,0.18356932922150312
10+,7,17,0.0
10+,7,18,0.009782608695652175
10+,7,19,0.004150197628458498
10+,8,0,0.0
10+,8,1,0.044805194805194806
10+,8,2,0.0
10+,8,3,0.0
10+,8,4,0.3877922077922078
10+,8,5,0.0
10+,8,6,0.0
10+,8,7,0.0
10+,8,8,0.3033766233766234
10+,8,9,0.02
10+,8,10,0.09298701298701298
10+,8,11,0.02857142857142857
10+,8,12,0.01
10+,8,13,0.0
10+,8,14,0.0
10+,8,15,0.03337662337662338
10+,8,16,0.07909090909090909
10+,8,17,0.0
10+,8,18,0.0
10+,8,19,0.0
10+,9,0,0.0
10+,9,1,0.02272727272727273
10+,9,2,0.02272727272727273
10+,9,3,0.09772727272727275
10+,9,4,0.25568181818181823
10+,9,5,0.020833333333333336
10+,9,6,0.02272727272727273
10+,9,7,0.0
10+,9,8,0.0
10+,9,9,0.3765151515151516
10+,9,10,0.06856060606060607
10+,9,11,0.0
10+,9,12,0.0
10+,9,13,0.0
10+,9,14,0.025000000000000005
10+,9,15,0.0
10+,9,16,0.045833333333333344
10+,9,17,0.0
10+,9,18,0.04166666666666667
10+,9,19,0.0
10+,10,0,0.0
10+,10,1,0.020600684456106143
10+,10,2,0.0
10+,10,3,0.01984381080766623
10+,10,4,0.27128012549699293
10+,10,5,0.01176434007759309
10+,10,6,0.005150472017941898
10+,10,7,0.0036144578313253017
10+,10,8,0.004274239816408491
10+,10,9,0.022100188967658845
10+,10,10,0.445787746390156
10+,10,11,0.014600660383792914
10+,10,12,0.019652034712275678
10+,10,13,0.002925989672977625
10+,10,14,0.0031173645631476956
10+,10,15,0.06296875814948104
10+,10,16,0.08048858771750339
10+,10,17,0.0021316033364226134
10+,10,18,0.007289297048333193
10+,10,19,0.0024096385542168677
10+,11,0,0.001398601398601399
10+,11,1,0.0068997668997669015
10+,11,2,0.001538461538461539
10+,11,3,0.018724608724608727
10+,11,4,0.20197674120751047
10+,11,5,0.023694254463485238
10+,11,6,0.00938856015779093
10+,11,7,0.0068997668997669015
10+,11,8,0.0
10+,11,9,0.014098977945131794
10+,11,10,0.05942288480750021
10+,11,11,0.5329508952585877
10+,11,12,0.0
10+,11,13,0.001538461538461539
10+,11,14,0.0071428571428571435
10+,11,15,0.024765747073439388
10+,11,16,0.08137759676221216
10+,11,17,0.0012820512820512823
10+,11,18,0.005361305361305363
10+,11,19,0.001538461538461539
10+,12,0,0.02222222222222222
10+,12,1,0.04090909090909091
10+,12,2,0.0
10+,12,3,0.0
10+,12,4,0.18030303030303027
10+,12,5,0.0
10+,12,6,0.0
10+,12,7,0.0
10+,12,8,0.01515151515151515
10+,12,9,0.0
10+,12,10,0.12438672438672438
10+,12,11,0.006944444444444443
10+,12,12,0.508982683982684
10+,12,13,0.0
10+,12,14,0.0
10+,12,15,0.09415584415584415
10+,12,16,0.006944444444444443
10+,12,17,0.0
10+,12,18,0.0
10+,12,19,0.0
10+,13,0,0.013074532305301534
10+,13,1,0.009096459096459095
10+,13,2,0.0
10+,13,3,0.04787306710383633
10+,13,4,0.12975998360613744
10+,13,5,0.03359845282922205
10+,13,6,0.004109138724523339
10+,13,7,0.011965811965811963
10+,13,8,0.0
10+,13,9,0.014616153077691537
10+,13,10,0.0657129195590734
10+,13,11,0.0025641025641025637
10+,13,12,0.0023310023310023306
10+,13,13,0.4096245634707173
10+,13,14,0.0
10+,13,15,0.004162504162504162
10+,13,16,0.1769965077657385
10+,13,17,0.001972386587771203
10+,13,18,0.07254241485010714
10+,13,19,0.0
10+,14,0,0.0
10+,14,1,0.0
10+,14,2,0.0
10+,14,3,0.0
10+,14,4,0.24892380346925805
10+,14,5,0.027272727272727282
10+,14,6,0.0
10+,14,7,0.0
10+,14,8,0.0
10+,14,9,0.019480519480519484
10+,14,10,0.021251475796930347
10+,14,11,0.007575757575757577
10+,14,12,0.0
10+,14,13,0.03636363636363637
10+,14,14,0.3983652710925439
10+,14,15,0.05112160566706022
10+,14,16,0.16756728120364486
10+,14,17,0.0
10+,14,18,0.009090909090909092
10+,14,19,0.012987012987012988
10+,15,0,0.003663003663003663
10+,15,1,0.03575181432324289
10+,15,2,0.0
10+,15,3,0.013968835397406823
10+,15,4,0.23756851613994467
10+,15,5,0.00959358102215245
10+,15,6,0.0
10+,15,7,0.0015873015873015873
10+,15,8,0.015536844108272678
10+,15,9,0.0031746031746031746
10+,15,10,0.12166880738309309
10+,15,11,0.018947190375761803
10+,15,12,0.008868908868908868
10+,15,13,0.005207755207755208
10+,15,14,0.006017791732077445
10+,15,15,0.44985649271363554
10+,15,16,0.05626754198182769
10+,15,17,0.003663003663003663
10+,15,18,0.008658008658008656
10+,15,19,0.0
10+,16,0,0.009859266845138116
10+,16,1,0.017559964891205076
10+,16,2,0.003177147290177117
10+,16,3,0.03922641983866473
10+,16,4,0.38274545966853657
10+,16,5,0.03130906247075792
10+,16,6,0.004054971715882234
10+,16,7,0.010534259042893264
10+,16,8,0.0033241483790934336
10+,16,9,0.01072619165240829
10+,16,10,0.05498402696204893
10+,16,11,0.012784546693494886
10+,16,12,0.0015478242322826308
10+,16,13,0.008556540267686263
10+,16,14,0.005914467531422005
10+,16,15,0.01948219232363659
10+,16,16,0.3500355740544123
10+,16,17,0.004119742110322957
10+,16,18,0.021963489153442057
10+,16,19,0.008094704876494514
10+,17,0,0.007156465329542252
10+,17,1,0.015337066779374471
10+,17,2,0.0015609390609390608
10+,17,3,0.012859416224800838
10+,17,4,0.18101081610696992
10+,17,5,0.05597607520684443
10+,17,6,0.0008012820512820511
10+,17,7,0.0
10+,17,8,0.0
10+,17,9,0.0061995696611081225
10+,17,10,0.02886088270703655
10+,17,11,0.005050718512256973
10+,17,12,0.001613770844540075
10+,17,13,0.008956428187197416
10+,17,14,0.0
10+,17,15,0.017896686646686644
10+,17,16,0.07283453725761417
10+,17,17,0.5649472322549245
10+,17,18,0.007609057609057608
10+,17,19,0.01132905555982479
10+,18,0,0.012081128747795414
10+,18,1,0.00837742504409171
10+,18,2,0.0
10+,18,3,0.024354657687991024
10+,18,4,0.26761633428300097
10+,18,5,0.04972743306076639
10+,18,6,0.0030864197530864196
10+,18,7,0.0
10+,18,8,0.0
10+,18,9,0.012289562289562288
10+,18,10,0.036892736892736894
10+,18,11,0.003703703703703704
10+,18,12,0.0
10+,18,13,0.0360990860990861
10+,18,14,0.035300501967168635
10+,18,15,0.01252204585537919
10+,18,16,0.1318453151786485
10+,18,17,0.0
10+,18,18,0.36610364943698276
10+,18,19,0.0
10+,19,0,0.010828186964550601
10+,19,1,0.013439590712317984
10+,19,2,0.0
10+,19,3,0.03242401537856083
10+,19,4,0.1308676172312536
10+,19,5,0.059655117609663064
10+,19,6,0.011613386613386612
10+,19,7,0.0017482517482517483
10+,19,8,0.0017482517482517483
10+,19,9,0.0016233766233766233
10+,19,10,0.01935148185148185
10+,19,11,0.0
10+,19,12,0.0
10+,19,13,0.0
10+,19,14,0.0
10+,19,15,0.016608391608391608
10+,19,16,0.13456467774649594
10+,19,17,0.01662428480610299
10+,19,18,0.022756788665879577
10+,19,19,0.5261465806920352
